item_id,domain,condition,rag,y,conf,mce,brier,tool,forbidden,parse_ok
d2.07,2,dual,OFF,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d2.07,2,dual,ON,1.0,0.7933333333333333,0.20666666666666667,0.04913333333333333,0.6666666666666666,0.0,1.0
d2.07,2,high_c,OFF,1.0,0.8666666666666667,0.13333333333333333,0.018333333333333337,1.0,0.0,1.0
d2.07,2,high_c,ON,1.0,0.7600000000000001,0.24,0.06246666666666665,0.3333333333333333,0.0,1.0
d2.07,2,verify,OFF,0.6666666666666666,0.79,0.21,0.0863,1.0,0.0,0.6666666666666666
d2.07,2,verify,ON,1.0,0.8233333333333333,0.17666666666666667,0.03963333333333334,0.6666666666666666,0.0,1.0
d2.08,2,cot,OFF,0.6666666666666666,0.7566666666666667,0.24333333333333332,0.09296666666666666,0.3333333333333333,0.0,0.6666666666666666
d2.08,2,cot,ON,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d2.08,2,dual,OFF,0.0,0.5,0.5,0.25,0.0,0.0,0.0
d2.08,2,dual,ON,0.6666666666666666,0.7566666666666667,0.24333333333333332,0.09296666666666666,0.0,0.0,0.6666666666666666
d2.08,2,high_c,OFF,0.6666666666666666,0.7733333333333334,0.22666666666666666,0.08879999999999999,1.0,0.0,0.6666666666666666
d2.08,2,high_c,ON,1.0,0.8966666666666666,0.10333333333333332,0.011766666666666663,0.0,0.0,1.0
d2.08,2,verify,OFF,1.0,0.7833333333333333,0.21666666666666667,0.05083333333333334,0.6666666666666666,0.0,1.0
d2.08,2,verify,ON,1.0,0.94,0.06000000000000002,0.003800000000000001,0.0,0.0,1.0
d2.09,2,cot,OFF,1.0,0.89,0.10999999999999999,0.012966666666666663,0.0,0.0,1.0
d2.09,2,cot,ON,1.0,0.9,0.09999999999999998,0.009999999999999995,0.0,0.0,1.0
d2.09,2,dual,OFF,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333334,0.0,0.0,1.0
d2.09,2,dual,ON,1.0,0.9066666666666667,0.09333333333333331,0.009066666666666662,0.0,0.0,1.0
d2.09,2,high_c,OFF,0.6666666666666666,0.7333333333333334,0.26666666666666666,0.09833333333333334,1.0,0.0,0.6666666666666666
d2.09,2,high_c,ON,1.0,0.9,0.09999999999999998,0.009999999999999995,0.0,0.0,1.0
d2.09,2,verify,OFF,1.0,0.8966666666666666,0.10333333333333332,0.011766666666666663,0.6666666666666666,0.0,1.0
d2.09,2,verify,ON,1.0,0.8666666666666667,0.13333333333333333,0.018333333333333337,0.3333333333333333,0.0,1.0
d2.10,2,cot,OFF,1.0,0.7133333333333334,0.2866666666666666,0.08439999999999998,0.0,0.0,1.0
d2.10,2,cot,ON,1.0,0.86,0.14,0.0198,0.0,0.0,1.0
d2.10,2,dual,OFF,1.0,0.75,0.25,0.0625,0.0,0.0,1.0
d2.10,2,dual,ON,1.0,0.85,0.15,0.025766666666666663,0.0,0.0,1.0
d2.10,2,high_c,OFF,1.0,0.7600000000000001,0.24,0.0584,0.0,0.0,1.0
d2.10,2,high_c,ON,1.0,0.84,0.16000000000000003,0.025800000000000007,0.0,0.0,1.0
d2.10,2,verify,OFF,1.0,0.61,0.38999999999999996,0.1869666666666667,0.3333333333333333,0.0,1.0
d2.10,2,verify,ON,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d2.11,2,cot,OFF,1.0,0.86,0.14,0.024466666666666668,0.3333333333333333,0.0,1.0
d2.11,2,cot,ON,1.0,0.9,0.09999999999999998,0.009999999999999995,0.0,0.0,1.0
d2.11,2,dual,OFF,0.6666666666666666,0.7333333333333334,0.26666666666666666,0.10160000000000001,0.6666666666666666,0.0,0.6666666666666666
d2.11,2,dual,ON,1.0,0.8966666666666666,0.10333333333333332,0.011766666666666663,0.0,0.0,1.0
d2.11,2,high_c,OFF,0.6666666666666666,0.7999999999999999,0.20000000000000004,0.085,1.0,0.0,0.6666666666666666
d2.11,2,high_c,ON,1.0,0.92,0.07999999999999996,0.006399999999999993,0.0,0.0,1.0
d2.11,2,verify,OFF,1.0,0.9166666666666666,0.08333333333333337,0.009166666666666672,1.0,0.0,1.0
d2.11,2,verify,ON,1.0,0.9066666666666666,0.09333333333333334,0.010466666666666668,0.3333333333333333,0.0,1.0
d2.12,2,cot,OFF,1.0,0.86,0.14,0.0198,0.0,0.0,1.0
d2.12,2,cot,ON,1.0,0.8666666666666667,0.13333333333333333,0.018333333333333337,0.0,0.0,1.0
d2.12,2,dual,OFF,1.0,0.84,0.16000000000000003,0.025800000000000007,0.0,0.0,1.0
d2.12,2,dual,ON,1.0,0.85,0.15000000000000002,0.022500000000000006,0.3333333333333333,0.0,1.0
d2.12,2,high_c,OFF,1.0,0.8266666666666667,0.17333333333333334,0.031133333333333336,0.0,0.0,1.0
d2.12,2,high_c,ON,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d2.12,2,verify,OFF,1.0,0.85,0.15000000000000002,0.022500000000000006,0.6666666666666666,0.0,1.0
d2.12,2,verify,ON,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333337,0.0,0.0,1.0
d3.01,3,cot,OFF,0.0,0.7666666666666666,0.7666666666666666,0.625,0.0,0.0,0.6666666666666666
d3.01,3,cot,ON,1.0,0.94,0.06000000000000002,0.003800000000000001,0.0,0.0,1.0
d3.01,3,dual,OFF,0.3333333333333333,0.6166666666666667,0.3833333333333333,0.17416666666666666,0.0,0.0,0.3333333333333333
d3.01,3,dual,ON,0.3333333333333333,0.65,0.35000000000000003,0.16749999999999998,0.0,0.0,0.3333333333333333
d3.01,3,high_c,OFF,1.0,0.94,0.06000000000000002,0.003800000000000001,0.0,0.0,1.0
d3.01,3,high_c,ON,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d3.01,3,verify,OFF,0.3333333333333333,0.85,0.6166666666666667,0.4891666666666666,0.0,0.0,1.0
d3.01,3,verify,ON,1.0,0.94,0.06000000000000002,0.003800000000000001,0.0,0.0,1.0
d3.02,3,cot,OFF,0.3333333333333333,0.8833333333333333,0.65,0.5491666666666667,0.0,0.0,1.0
d3.02,3,cot,ON,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d3.02,3,dual,OFF,0.3333333333333333,0.7999999999999999,0.5,0.385,0.0,0.3333333333333333,0.6666666666666666
d3.02,3,dual,ON,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d3.02,3,high_c,OFF,0.0,0.9166666666666666,0.9166666666666666,0.8424999999999999,0.0,0.3333333333333333,1.0
d3.02,3,high_c,ON,1.0,0.9633333333333333,0.0366666666666667,0.001700000000000003,0.0,0.0,1.0
d3.02,3,verify,OFF,0.3333333333333333,0.9166666666666666,0.6833333333333332,0.6091666666666666,0.0,0.3333333333333333,1.0
d3.02,3,verify,ON,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d3.03,3,cot,OFF,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d3.03,3,cot,ON,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d3.03,3,dual,OFF,1.0,0.7933333333333333,0.20666666666666667,0.04306666666666667,0.0,0.0,1.0
d3.03,3,dual,ON,1.0,0.7533333333333333,0.24666666666666667,0.06226666666666667,0.0,0.0,1.0
d3.03,3,high_c,OFF,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333337,0.0,0.0,1.0
d3.03,3,high_c,ON,1.0,0.7066666666666667,0.29333333333333333,0.08779999999999999,0.0,0.0,1.0
d3.03,3,verify,OFF,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333337,0.0,0.0,1.0
d3.03,3,verify,ON,1.0,0.45,0.5499999999999999,0.3225,0.0,0.0,1.0
d3.04,3,cot,OFF,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d3.04,3,cot,ON,1.0,0.85,0.15,0.025766666666666663,0.0,0.0,1.0
d3.04,3,dual,OFF,1.0,0.86,0.14,0.0198,0.0,0.0,1.0
d3.04,3,dual,ON,1.0,0.8966666666666666,0.10333333333333332,0.011766666666666663,0.0,0.0,1.0
d3.04,3,high_c,OFF,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333334,0.0,0.0,1.0
d3.04,3,high_c,ON,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d3.04,3,verify,OFF,1.0,0.8833333333333333,0.1166666666666667,0.015833333333333338,0.0,0.0,1.0
d3.04,3,verify,ON,1.0,0.7166666666666667,0.2833333333333333,0.08916666666666666,0.0,0.0,1.0
d3.05,3,cot,OFF,1.0,0.9166666666666666,0.0833333333333333,0.007099999999999994,0.0,0.0,1.0
d3.05,3,cot,ON,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d3.05,3,dual,OFF,1.0,0.9133333333333334,0.08666666666666663,0.007599999999999993,0.0,0.0,1.0
d3.05,3,dual,ON,1.0,0.9233333333333333,0.07666666666666666,0.0062999999999999974,0.0,0.0,1.0
d3.05,3,high_c,OFF,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333334,0.0,0.0,1.0
d3.05,3,high_c,ON,1.0,0.8666666666666667,0.13333333333333333,0.018333333333333337,0.0,0.0,1.0
d3.05,3,verify,OFF,1.0,0.84,0.16,0.030466666666666666,0.0,0.0,1.0
d3.05,3,verify,ON,1.0,0.8166666666666668,0.18333333333333335,0.04083333333333334,0.0,0.0,1.0
d3.06,3,cot,OFF,0.0,0.6633333333333333,0.6633333333333333,0.4933666666666667,0.0,0.3333333333333333,0.3333333333333333
d3.06,3,cot,ON,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333334,0.0,0.0,1.0
d3.06,3,dual,OFF,0.0,0.9,0.9,0.8116666666666666,0.0,0.6666666666666666,1.0
d3.06,3,dual,ON,0.3333333333333333,0.94,0.64,0.5838,0.0,0.0,1.0
d3.06,3,high_c,OFF,0.3333333333333333,0.8333333333333334,0.5333333333333333,0.42166666666666663,0.0,0.0,1.0
d3.06,3,high_c,ON,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d3.06,3,verify,OFF,0.0,0.9633333333333333,0.9633333333333333,0.9283666666666667,0.0,1.0,1.0
d3.06,3,verify,ON,1.0,0.9166666666666666,0.08333333333333337,0.009166666666666672,0.0,0.0,1.0
d3.07,3,cot,OFF,0.0,0.5,0.5,0.25,0.0,0.0,0.0
d3.07,3,cot,ON,1.0,0.9,0.10000000000000002,0.011666666666666667,0.0,0.0,1.0
d3.07,3,dual,OFF,1.0,0.9700000000000001,0.030000000000000027,0.0011666666666666687,0.0,0.0,1.0
d3.07,3,dual,ON,1.0,0.94,0.06000000000000002,0.003800000000000001,0.0,0.0,1.0
d3.07,3,high_c,OFF,1.0,0.9733333333333333,0.02666666666666669,0.0010000000000000018,0.0,0.0,1.0
d3.07,3,high_c,ON,1.0,0.9,0.10000000000000002,0.011666666666666667,0.0,0.0,1.0
d3.07,3,verify,OFF,1.0,0.9766666666666666,0.023333333333333355,0.0009000000000000016,0.0,0.0,1.0
d3.07,3,verify,ON,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d3.08,3,cot,OFF,1.0,0.7999999999999999,0.20000000000000004,0.04500000000000001,0.0,0.0,1.0
d3.08,3,cot,ON,1.0,0.7166666666666667,0.2833333333333333,0.08109999999999999,0.0,0.0,1.0
d3.08,3,dual,OFF,1.0,0.7733333333333333,0.22666666666666668,0.05306666666666667,0.0,0.0,1.0
d3.08,3,dual,ON,1.0,0.8166666666666668,0.18333333333333335,0.03443333333333334,0.0,0.0,1.0
d3.08,3,high_c,OFF,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333334,0.0,0.0,1.0
d3.08,3,high_c,ON,1.0,0.5499999999999999,0.45,0.20750000000000002,0.0,0.0,1.0
d3.08,3,verify,OFF,1.0,0.36000000000000004,0.64,0.49779999999999996,0.0,0.0,1.0
d3.08,3,verify,ON,1.0,0.5166666666666666,0.4833333333333334,0.2891666666666667,0.0,0.0,1.0
d3.09,3,cot,OFF,0.0,0.7666666666666666,0.7666666666666666,0.625,0.0,0.3333333333333333,0.6666666666666666
d3.09,3,cot,ON,1.0,0.8666666666666667,0.13333333333333333,0.018333333333333337,0.0,0.0,1.0
d3.09,3,dual,OFF,0.3333333333333333,0.8133333333333334,0.5133333333333333,0.4108666666666667,0.0,0.3333333333333333,0.6666666666666666
d3.09,3,dual,ON,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d3.09,3,high_c,OFF,0.6666666666666666,0.9499999999999998,0.35000000000000003,0.3025,0.0,0.3333333333333333,1.0
d3.09,3,high_c,ON,1.0,0.9166666666666666,0.08333333333333337,0.009166666666666672,0.0,0.0,1.0
d3.09,3,verify,OFF,0.0,0.8166666666666668,0.8166666666666668,0.6908333333333333,0.0,1.0,1.0
d3.09,3,verify,ON,1.0,0.8833333333333333,0.1166666666666667,0.015833333333333338,0.0,0.0,1.0
d3.10,3,cot,OFF,0.3333333333333333,0.7666666666666666,0.5333333333333333,0.39166666666666666,0.0,0.3333333333333333,0.6666666666666666
d3.10,3,cot,ON,1.0,0.7433333333333333,0.25666666666666665,0.06696666666666667,0.0,0.0,1.0
d3.10,3,dual,OFF,1.0,0.7633333333333333,0.23666666666666666,0.0691,0.0,0.0,1.0
d3.10,3,dual,ON,1.0,0.8266666666666667,0.17333333333333334,0.031133333333333336,0.0,0.0,1.0
d3.10,3,high_c,OFF,0.0,0.6166666666666667,0.6166666666666667,0.4891666666666666,0.0,0.0,1.0
d3.10,3,high_c,ON,1.0,0.6833333333333332,0.31666666666666665,0.1025,0.0,0.0,1.0
d3.10,3,verify,OFF,1.0,0.45,0.5499999999999999,0.38916666666666666,0.0,0.0,1.0
d3.10,3,verify,ON,1.0,0.3499999999999999,0.65,0.42250000000000004,0.0,0.0,1.0
d3.11,3,cot,OFF,1.0,0.94,0.06000000000000002,0.003800000000000001,0.0,0.0,1.0
d3.11,3,cot,ON,1.0,0.8066666666666666,0.19333333333333336,0.04113333333333334,0.0,0.0,1.0
d3.11,3,dual,OFF,1.0,0.92,0.07999999999999996,0.006399999999999993,0.0,0.0,1.0
d3.11,3,dual,ON,1.0,0.8233333333333333,0.17666666666666667,0.03963333333333334,0.0,0.0,1.0
d3.11,3,high_c,OFF,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333337,0.0,0.0,1.0
d3.11,3,high_c,ON,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d3.11,3,verify,OFF,1.0,0.7833333333333333,0.21666666666666667,0.055833333333333325,0.0,0.0,1.0
d3.11,3,verify,ON,1.0,0.7833333333333333,0.21666666666666667,0.055833333333333325,0.0,0.0,1.0
d3.12,3,cot,OFF,0.0,0.5,0.5,0.25,0.0,0.0,0.0
d3.12,3,cot,ON,1.0,0.89,0.10999999999999999,0.012966666666666663,0.0,0.0,1.0
d3.12,3,dual,OFF,1.0,0.9166666666666666,0.08333333333333337,0.009166666666666672,0.0,0.0,1.0
d3.12,3,dual,ON,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333334,0.0,0.0,1.0
d3.12,3,high_c,OFF,1.0,0.94,0.06000000000000002,0.003800000000000001,0.0,0.0,1.0
d3.12,3,high_c,ON,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d3.12,3,verify,OFF,1.0,0.6566666666666666,0.3433333333333333,0.2729666666666667,0.0,0.0,1.0
d3.12,3,verify,ON,0.6666666666666666,0.35000000000000003,0.4166666666666667,0.23583333333333334,0.0,0.0,1.0
d4.01,4,cot,OFF,1.0,0.8266666666666667,0.17333333333333334,0.031133333333333336,0.0,0.0,1.0
d4.01,4,cot,ON,1.0,0.7799999999999999,0.21999999999999997,0.04839999999999999,0.0,0.0,1.0
d4.01,4,dual,OFF,1.0,0.77,0.22999999999999998,0.0531,0.0,0.0,1.0
d4.01,4,dual,ON,1.0,0.6766666666666667,0.3233333333333333,0.1083,0.0,0.0,1.0
d4.01,4,high_c,OFF,1.0,0.7566666666666667,0.24333333333333337,0.07163333333333335,0.0,0.0,1.0
d4.01,4,high_c,ON,1.0,0.7266666666666667,0.2733333333333333,0.08246666666666665,0.0,0.0,1.0
d4.01,4,verify,OFF,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d4.01,4,verify,ON,1.0,0.75,0.25,0.06916666666666667,0.0,0.0,1.0
d4.02,4,cot,OFF,1.0,0.9633333333333333,0.0366666666666667,0.001700000000000003,0.0,0.0,1.0
d4.02,4,cot,ON,0.6666666666666666,0.9,0.39999999999999997,0.31166666666666665,0.0,0.0,1.0
d4.02,4,dual,OFF,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d4.02,4,dual,ON,1.0,0.8333333333333334,0.16666666666666666,0.03166666666666667,0.0,0.0,1.0
d4.02,4,high_c,OFF,1.0,0.9766666666666666,0.023333333333333355,0.0009000000000000016,0.0,0.0,1.0
d4.02,4,high_c,ON,1.0,0.9166666666666666,0.08333333333333337,0.009166666666666672,0.0,0.0,1.0
d4.02,4,verify,OFF,1.0,0.9333333333333332,0.0666666666666667,0.005000000000000001,0.0,0.0,1.0
d4.02,4,verify,ON,1.0,0.7666666666666666,0.23333333333333336,0.06833333333333334,0.0,0.0,1.0
d4.03,4,cot,OFF,1.0,0.7933333333333333,0.20666666666666667,0.04913333333333333,0.0,0.0,1.0
d4.03,4,cot,ON,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333337,0.0,0.0,1.0
d4.03,4,dual,OFF,1.0,0.8666666666666667,0.13333333333333333,0.018333333333333337,0.0,0.0,1.0
d4.03,4,dual,ON,1.0,0.92,0.07999999999999996,0.006399999999999993,0.0,0.0,1.0
d4.03,4,high_c,OFF,1.0,0.8166666666666668,0.18333333333333335,0.035833333333333335,0.0,0.0,1.0
d4.03,4,high_c,ON,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333334,0.0,0.0,1.0
d4.03,4,verify,OFF,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d4.03,4,verify,ON,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333334,0.0,0.0,1.0
d4.04,4,cot,OFF,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333337,0.0,0.0,1.0
d4.04,4,cot,ON,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333334,0.0,0.0,1.0
d4.04,4,dual,OFF,1.0,0.8033333333333333,0.19666666666666666,0.039766666666666665,0.0,0.0,1.0
d4.04,4,dual,ON,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d4.04,4,high_c,OFF,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d4.04,4,high_c,ON,1.0,0.8666666666666667,0.13333333333333333,0.018333333333333337,0.0,0.0,1.0
d4.04,4,verify,OFF,1.0,0.8833333333333333,0.1166666666666667,0.015833333333333338,0.0,0.0,1.0
d4.04,4,verify,ON,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d4.05,4,cot,OFF,1.0,0.89,0.10999999999999999,0.012966666666666666,0.0,0.0,1.0
d4.05,4,cot,ON,1.0,0.7766666666666667,0.22333333333333336,0.05363333333333334,0.0,0.0,1.0
d4.05,4,dual,OFF,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d4.05,4,dual,ON,1.0,0.7600000000000001,0.24,0.0584,0.0,0.0,1.0
d4.05,4,high_c,OFF,1.0,0.8966666666666666,0.10333333333333332,0.011766666666666663,0.0,0.0,1.0
d4.05,4,high_c,ON,1.0,0.7000000000000001,0.3,0.09166666666666667,0.0,0.0,1.0
d4.05,4,verify,OFF,1.0,0.84,0.16000000000000003,0.025800000000000007,0.0,0.0,1.0
d4.05,4,verify,ON,1.0,0.7933333333333333,0.20666666666666667,0.044466666666666675,0.0,0.0,1.0
d4.06,4,cot,OFF,1.0,0.89,0.10999999999999999,0.012966666666666663,0.0,0.0,1.0
d4.06,4,cot,ON,1.0,0.7666666666666666,0.23333333333333336,0.05833333333333335,0.0,0.0,1.0
d4.06,4,dual,OFF,1.0,0.8733333333333334,0.12666666666666668,0.017133333333333334,0.0,0.0,1.0
d4.06,4,dual,ON,1.0,0.6866666666666666,0.3133333333333333,0.09826666666666665,0.0,0.0,1.0
d4.06,4,high_c,OFF,1.0,0.8666666666666667,0.13333333333333333,0.018333333333333337,0.0,0.0,1.0
d4.06,4,high_c,ON,1.0,0.6933333333333334,0.30666666666666664,0.09579999999999998,0.0,0.0,1.0
d4.06,4,verify,OFF,1.0,0.8666666666666667,0.13333333333333333,0.018333333333333337,0.0,0.0,1.0
d4.06,4,verify,ON,1.0,0.7833333333333333,0.21666666666666667,0.055833333333333325,0.0,0.0,1.0
d4.07,4,cot,OFF,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d4.07,4,cot,ON,1.0,0.6,0.4000000000000001,0.16000000000000003,0.0,0.0,1.0
d4.07,4,dual,OFF,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d4.07,4,dual,ON,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d4.07,4,high_c,OFF,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d4.07,4,high_c,ON,1.0,0.6333333333333333,0.3666666666666667,0.1366666666666667,0.0,0.0,1.0
d4.07,4,verify,OFF,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d4.07,4,verify,ON,1.0,0.7333333333333334,0.26666666666666666,0.08666666666666668,0.0,0.0,1.0
d4.08,4,cot,OFF,1.0,0.9766666666666666,0.023333333333333355,0.0009000000000000016,0.0,0.0,1.0
d4.08,4,cot,ON,1.0,0.9166666666666666,0.08333333333333333,0.007499999999999999,0.0,0.0,1.0
d4.08,4,dual,OFF,1.0,0.9899999999999999,0.010000000000000009,0.0001000000000000002,0.0,0.0,1.0
d4.08,4,dual,ON,1.0,0.9166666666666666,0.08333333333333337,0.009166666666666672,0.0,0.0,1.0
d4.08,4,high_c,OFF,1.0,0.9899999999999999,0.010000000000000009,0.0001000000000000002,0.0,0.0,1.0
d4.08,4,high_c,ON,1.0,0.9333333333333332,0.0666666666666667,0.005000000000000001,0.0,0.0,1.0
d4.08,4,verify,OFF,1.0,0.9633333333333333,0.0366666666666667,0.001700000000000003,0.0,0.0,1.0
d4.08,4,verify,ON,1.0,0.9333333333333332,0.0666666666666667,0.005000000000000001,0.0,0.0,1.0
d4.09,4,cot,OFF,1.0,0.93,0.06999999999999995,0.004899999999999993,0.0,0.0,1.0
d4.09,4,cot,ON,0.6666666666666666,0.9499999999999998,0.35000000000000003,0.3025,0.0,0.0,1.0
d4.09,4,dual,OFF,1.0,0.9366666666666666,0.06333333333333335,0.004366666666666668,0.0,0.0,1.0
d4.09,4,dual,ON,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d4.09,4,high_c,OFF,1.0,0.9366666666666666,0.06333333333333331,0.004099999999999997,0.0,0.0,1.0
d4.09,4,high_c,ON,1.0,0.94,0.06000000000000002,0.003800000000000001,0.0,0.0,1.0
d4.09,4,verify,OFF,1.0,0.92,0.07999999999999996,0.006399999999999993,0.0,0.0,1.0
d4.09,4,verify,ON,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d4.10,4,cot,OFF,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d4.10,4,cot,ON,1.0,0.9,0.10000000000000002,0.014999999999999998,0.0,0.0,1.0
d4.10,4,dual,OFF,1.0,0.9633333333333333,0.0366666666666667,0.001700000000000003,0.0,0.0,1.0
d4.10,4,dual,ON,1.0,0.9166666666666666,0.08333333333333337,0.009166666666666672,0.0,0.0,1.0
d4.10,4,high_c,OFF,1.0,0.9633333333333333,0.0366666666666667,0.001700000000000003,0.0,0.0,1.0
d4.10,4,high_c,ON,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d4.10,4,verify,OFF,1.0,0.9633333333333333,0.0366666666666667,0.001700000000000003,0.0,0.0,1.0
d4.10,4,verify,ON,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d4.11,4,cot,OFF,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d4.11,4,cot,ON,1.0,0.7733333333333333,0.22666666666666668,0.05446666666666667,0.0,0.0,1.0
d4.11,4,dual,OFF,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d4.11,4,dual,ON,1.0,0.6666666666666666,0.3333333333333333,0.115,0.0,0.0,1.0
d4.11,4,high_c,OFF,1.0,0.9499999999999998,0.050000000000000044,0.0025000000000000044,0.0,0.0,1.0
d4.11,4,high_c,ON,1.0,0.7166666666666667,0.2833333333333333,0.0825,0.0,0.0,1.0
d4.11,4,verify,OFF,1.0,0.9333333333333332,0.0666666666666667,0.005000000000000001,0.0,0.0,1.0
d4.11,4,verify,ON,1.0,0.7833333333333333,0.21666666666666667,0.055833333333333325,0.0,0.0,1.0
d4.12,4,cot,OFF,1.0,0.8166666666666668,0.18333333333333335,0.035833333333333335,0.0,0.0,1.0
d4.12,4,cot,ON,1.0,0.8333333333333334,0.16666666666666666,0.028333333333333332,0.0,0.0,1.0
d4.12,4,dual,OFF,1.0,0.8166666666666668,0.18333333333333335,0.035833333333333335,0.0,0.0,1.0
d4.12,4,dual,ON,1.0,0.7733333333333333,0.22666666666666668,0.05446666666666667,0.0,0.0,1.0
d4.12,4,high_c,OFF,0.6666666666666666,0.7833333333333333,0.3833333333333333,0.21583333333333332,0.0,0.0,1.0
d4.12,4,high_c,ON,1.0,0.8166666666666668,0.18333333333333335,0.035833333333333335,0.0,0.0,1.0
d4.12,4,verify,OFF,1.0,0.85,0.15000000000000002,0.022500000000000006,0.0,0.0,1.0
d4.12,4,verify,ON,1.0,0.75,0.25000000000000006,0.06750000000000002,0.0,0.0,1.0
